70.39,70.39,70.39,0,180
70.39,70.39,70.39,0.67,90
70.39,70.39,70.39,1.12,90
77.91,77.91,77.91,1.14,78.69
77.91,77.91,77.91,1.36,80.54
77.91,77.91,77.91,1.41,71.57
77.91,77.91,77.91,1.7,66.8
77.91,77.91,77.91,2,63.43
47.83,47.83,47.83,2.34,73.3
55.35,55.35,55.35,2.55,74.74
40.31,40.31,40.31,2.83,71.57
40.31,40.31,40.31,3.04,72.9
40.31,40.31,40.31,3.2,77.91
40.31,40.31,40.31,2.83,71.57
32.79,32.79,32.79,2.24,90
32.79,32.79,32.79,1.8,97.13
32.79,32.79,32.79,2.24,126.87
32.79,32.79,32.79,2.86,141.34
17.75,17.75,17.75,3.23,146.31
17.75,17.75,17.75,3.85,144.46
17.75,17.75,17.75,4.12,139.4
17.75,17.75,17.75,4.3,128.66
17.75,17.75,17.75,3,116.57
17.75,17.75,17.75,2.01,90
17.75,17.75,17.75,2.03,83.66
17.75,17.75,17.75,2.28,78.69
25.27,25.27,25.27,2.28,78.69
25.27,25.27,25.27,1.41,71.57
25.27,25.27,25.27,1,63.43
32.79,32.79,32.79,2,63.43
32.79,32.79,32.79,3.04,72.9
32.79,32.79,32.79,2.98,77.01
25.27,25.27,25.27,2.68,90
25.27,25.27,25.27,2.24,90
25.27,25.27,25.27,2.06,49.4
25.27,25.27,25.27,2,26.57
25.27,25.27,25.27,1.8,60.26
25.27,25.27,25.27,1.12,90
17.75,17.75,17.75,1.63,164.05
17.75,17.75,17.75,3.36,176.19
17.75,17.75,17.75,4.03,183.18
17.75,17.75,17.75,4.39,194.74
17.75,17.75,17.75,4.91,210.07
17.75,17.75,17.75,6.22,217.69
17.75,17.75,17.75,7.79,219.17
25.27,25.27,25.27,9.06,212.91
25.27,25.27,25.27,8,206.57
25.27,25.27,25.27,6.86,199.03
32.79,32.79,32.79,5.92,190.89
32.79,32.79,32.79,3.86,190.01
32.79,32.79,32.79,1.41,198.43
25.27,25.27,25.27,1.84,345.96
25.27,25.27,25.27,4.03,360
25.27,25.27,25.27,2.2,203.96
25.27,25.27,25.27,1.91,200.56
25.27,25.27,25.27,1.41,198.43
17.75,17.75,17.75,1,206.57
17.75,17.75,17.75,0.5,243.43
17.75,17.75,17.75,1.12,360
17.75,17.75,17.75,1.34,360
17.75,17.75,17.75,1.34,360
17.75,17.75,17.75,1.12,360
25.27,25.27,25.27,0.92,345.96
25.27,25.27,25.27,1.3,300.96
17.75,17.75,17.75,2.47,275.19
17.75,17.75,17.75,3.69,284.04
17.75,17.75,17.75,4.03,289.44
17.75,17.75,17.75,4.03,289.44
17.75,17.75,17.75,4.11,292.38
17.75,17.75,17.75,3.91,293.63
17.75,17.75,17.75,3.3,298.3
17.75,17.75,17.75,2.53,315
17.75,17.75,17.75,2.41,338.2
17.75,17.75,17.75,2.68,360
17.75,17.75,17.75,2.72,9.46
17.75,17.75,17.75,2.8,28.61
25.27,25.27,25.27,3.01,41.99
17.75,17.75,17.75,3.36,53.13
25.27,25.27,25.27,3.54,55.3
25.27,25.27,25.27,3.72,57.26
25.27,25.27,25.27,4.03,56.31
25.27,25.27,25.27,4.34,55.49
32.79,32.79,32.79,3.8,61.93
32.79,32.79,32.79,3.91,66.37
32.79,32.79,32.79,3.61,68.2
32.79,32.79,32.79,2.41,68.2
40.31,40.31,40.31,2.28,78.69
40.31,40.31,40.31,2.24,90
32.79,32.79,32.79,2.03,96.34
32.79,32.79,32.79,2.2,113.96
32.79,32.79,32.79,2.53,135
32.79,32.79,32.79,3.01,138.01
32.79,32.79,32.79,3.16,135
40.31,40.31,40.31,3.64,137.49
32.79,32.79,32.79,3.04,126.03
32.79,32.79,32.79,2.92,94.4
25.27,25.27,25.27,3.13,90
25.27,25.27,25.27,3.36,86.19
32.79,32.79,32.79,3.14,85.91
25.27,25.27,25.27,3.16,81.87
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.16,81.87
25.27,25.27,25.27,2.92,85.6
25.27,25.27,25.27,2.77,75.96
25.27,25.27,25.27,2.69,85.24
25.27,25.27,25.27,2.24,90
25.27,25.27,25.27,1.36,99.46
25.27,25.27,25.27,2.41,158.2
25.27,25.27,25.27,3.83,186.71
17.75,17.75,17.75,4.91,210.07
17.75,17.75,17.75,5.42,231.71
17.75,17.75,17.75,6.11,246.25
17.75,17.75,17.75,6.95,255.07
17.75,17.75,17.75,7.6,256.37
10.23,10.23,10.23,7.77,258.37
17.75,17.75,17.75,5.48,258.23
25.27,25.27,25.27,3.91,256.76
25.27,25.27,25.27,2.91,247.38
25.27,25.27,25.27,2.42,236.31
25.27,25.27,25.27,2.06,220.6
25.27,25.27,25.27,2.42,213.69
25.27,25.27,25.27,2.42,213.69
32.79,32.79,32.79,2.06,220.6
32.79,32.79,32.79,2.21,225
32.79,32.79,32.79,2.38,228.81
25.27,25.27,25.27,2.06,229.4
25.27,25.27,25.27,2.21,225
17.75,17.75,17.75,1.92,324.46
17.75,17.75,17.75,1.92,324.46
25.27,25.27,25.27,1.58,315
25.27,25.27,25.27,1.58,278.13
25.27,25.27,25.27,3.39,262.41
17.75,17.75,17.75,7.25,261.12
17.75,17.75,17.75,13.2,270
17.75,17.75,17.75,19.02,270.67
17.75,17.75,17.75,19.94,266.78
17.75,17.75,17.75,20.18,266.19
25.27,25.27,25.27,20.37,268.11
25.27,25.27,25.27,19.69,270
25.27,25.27,25.27,17.01,271.51
25.27,25.27,25.27,14.54,269.12
25.27,25.27,25.27,13.45,266.19
25.27,25.27,25.27,14.33,267.32
25.27,25.27,25.27,15.21,270.84
40.31,40.31,40.31,14.38,275.36
32.79,32.79,32.79,12.28,280.49
70.39,70.39,70.39,11.74,287.74
70.39,70.39,70.39,13.81,294.9
70.39,70.39,70.39,14.91,297.72
70.39,70.39,70.39,14.35,300.96
70.39,70.39,70.39,12.34,315
70.39,70.39,70.39,12.11,297.51
70.39,70.39,70.39,9.98,317.73
70.39,70.39,70.39,8.61,335.43
62.87,62.87,62.87,9.68,353.37
62.87,62.87,62.87,12.8,5.01
25.27,25.27,25.27,12.55,11.31
25.27,25.27,25.27,10.22,10.08
32.79,32.79,32.79,8.77,354.14
32.79,32.79,32.79,8.2,334.13
32.79,32.79,32.79,8.7,313.96
32.79,32.79,32.79,10.36,302.66
32.79,32.79,32.79,10.91,298.14
32.79,32.79,32.79,7.91,298.74
32.79,32.79,32.79,5.11,298.81
25.27,25.27,25.27,3.81,310.24
32.79,32.79,32.79,3.04,323.97
32.79,32.79,32.79,2.91,337.38
25.27,25.27,25.27,2.94,351.25
25.27,25.27,25.27,3.13,360
17.75,17.75,17.75,2.98,12.99
25.27,25.27,25.27,2.7,24.44
17.75,17.75,17.75,2.61,30.96
17.75,17.75,17.75,2.11,32.01
17.75,17.75,17.75,1.91,20.56
17.75,17.75,17.75,1.58,8.13
10.23,10.23,10.23,1.8,7.13
10.23,10.23,10.23,1.58,8.13
10.23,10.23,10.23,1.12,360
10.23,10.23,10.23,1.3,300.96
10.23,10.23,10.23,2.24,270
17.75,17.75,17.75,2.68,270
17.75,17.75,17.75,2.92,265.6
17.75,17.75,17.75,3.61,262.87
17.75,17.75,17.75,4.27,263.99
17.75,17.75,17.75,4.27,263.99
17.75,17.75,17.75,3.64,259.38
17.75,17.75,17.75,2.5,259.7
17.75,17.75,17.75,1.12,270
17.75,17.75,17.75,0,180
17.75,17.75,17.75,0.67,90
10.23,10.23,10.23,1.12,90
17.75,17.75,17.75,1.14,78.69
17.75,17.75,17.75,1.36,80.54
25.27,25.27,25.27,1.41,71.57
25.27,25.27,25.27,1.7,66.8
25.27,25.27,25.27,2,63.43
32.79,32.79,32.79,2.34,73.3
32.79,32.79,32.79,2.55,74.74
32.79,32.79,32.79,2.83,71.57
32.79,32.79,32.79,3.04,72.9
32.79,32.79,32.79,3.2,77.91
32.79,32.79,32.79,2.83,71.57
25.27,25.27,25.27,2.24,90
25.27,25.27,25.27,1.8,97.13
17.75,17.75,17.75,2.24,126.87
25.27,25.27,25.27,2.86,141.34
17.75,17.75,17.75,3.23,146.31
17.75,17.75,17.75,3.85,144.46
10.23,10.23,10.23,4.12,139.4
17.75,17.75,17.75,4.3,128.66
17.75,17.75,17.75,3,116.57
10.23,10.23,10.23,2.01,90
10.23,10.23,10.23,2.03,83.66
10.23,10.23,10.23,2.28,78.69
17.75,17.75,17.75,2.28,78.69
10.23,10.23,10.23,1.41,71.57
10.23,10.23,10.23,1,63.43
10.23,10.23,10.23,2,63.43
17.75,17.75,17.75,3.04,72.9
17.75,17.75,17.75,2.98,77.01
25.27,25.27,25.27,2.68,90
32.79,32.79,32.79,2.24,90
32.79,32.79,32.79,2.06,49.4
32.79,32.79,32.79,2,26.57
32.79,32.79,32.79,1.8,60.26
32.79,32.79,32.79,1.12,90
40.31,40.31,40.31,1.63,164.05
40.31,40.31,40.31,3.36,176.19
32.79,32.79,32.79,4.03,183.18
32.79,32.79,32.79,4.39,194.74
25.27,25.27,25.27,4.91,210.07
25.27,25.27,25.27,6.22,217.69
25.27,25.27,25.27,7.79,219.17
25.27,25.27,25.27,9.06,212.91
25.27,25.27,25.27,8,206.57
25.27,25.27,25.27,6.86,199.03
25.27,25.27,25.27,5.92,190.89
17.75,17.75,17.75,3.86,190.01
25.27,25.27,25.27,1.41,198.43
25.27,25.27,25.27,1.84,345.96
25.27,25.27,25.27,4.03,360
32.79,32.79,32.79,2.2,203.96
25.27,25.27,25.27,1.91,200.56
32.79,32.79,32.79,1.41,198.43
25.27,25.27,25.27,1,206.57
25.27,25.27,25.27,0.5,243.43
25.27,25.27,25.27,1.12,360
25.27,25.27,25.27,1.34,360
25.27,25.27,25.27,1.34,360
25.27,25.27,25.27,1.12,360
32.79,32.79,32.79,0.92,345.96
25.27,25.27,25.27,1.3,300.96
25.27,25.27,25.27,2.47,275.19
17.75,17.75,17.75,3.69,284.04
25.27,25.27,25.27,4.03,289.44
17.75,17.75,17.75,4.03,289.44
17.75,17.75,17.75,4.11,292.38
17.75,17.75,17.75,3.91,293.63
17.75,17.75,17.75,3.3,298.3
17.75,17.75,17.75,2.53,315
10.23,10.23,10.23,2.41,338.2
10.23,10.23,10.23,2.68,360
10.23,10.23,10.23,2.72,9.46
17.75,17.75,17.75,2.8,28.61
17.75,17.75,17.75,3.01,41.99
17.75,17.75,17.75,3.36,53.13
17.75,17.75,17.75,3.54,55.3
17.75,17.75,17.75,3.72,57.26
17.75,17.75,17.75,4.03,56.31
17.75,17.75,17.75,4.34,55.49
25.27,25.27,25.27,3.8,61.93
25.27,25.27,25.27,3.91,66.37
25.27,25.27,25.27,3.61,68.2
25.27,25.27,25.27,2.41,68.2
32.79,32.79,32.79,2.28,78.69
32.79,32.79,32.79,2.24,90
25.27,25.27,25.27,2.03,96.34
25.27,25.27,25.27,2.2,113.96
25.27,25.27,25.27,2.53,135
25.27,25.27,25.27,3.01,138.01
25.27,25.27,25.27,3.16,135
25.27,25.27,25.27,3.64,137.49
25.27,25.27,25.27,3.04,126.03
25.27,25.27,25.27,2.92,94.4
17.75,17.75,17.75,3.13,90
17.75,17.75,17.75,3.36,86.19
17.75,17.75,17.75,3.14,85.91
17.75,17.75,17.75,3.16,81.87
25.27,25.27,25.27,3.39,82.41
17.75,17.75,17.75,3.39,82.41
17.75,17.75,17.75,3.39,82.41
17.75,17.75,17.75,3.39,82.41
25.27,25.27,25.27,3.16,81.87
25.27,25.27,25.27,2.92,85.6
25.27,25.27,25.27,2.77,75.96
25.27,25.27,25.27,2.69,85.24
25.27,25.27,25.27,2.24,90
32.79,32.79,32.79,1.36,99.46
25.27,25.27,25.27,2.41,158.2
25.27,25.27,25.27,3.83,186.71
32.79,32.79,32.79,4.91,210.07
32.79,32.79,32.79,5.42,231.71
25.27,25.27,25.27,6.11,246.25
25.27,25.27,25.27,6.95,255.07
25.27,25.27,25.27,7.6,256.37
25.27,25.27,25.27,7.77,258.37
17.75,17.75,17.75,5.48,258.23
17.75,17.75,17.75,3.91,256.76
17.75,17.75,17.75,2.91,247.38
17.75,17.75,17.75,2.42,236.31
17.75,17.75,17.75,2.06,220.6
10.23,10.23,10.23,2.42,213.69
17.75,17.75,17.75,2.42,213.69
17.75,17.75,17.75,2.06,220.6
17.75,17.75,17.75,2.21,225
17.75,17.75,17.75,2.38,228.81
17.75,17.75,17.75,2.06,229.4
17.75,17.75,17.75,2.21,225
17.75,17.75,17.75,1.92,324.46
25.27,25.27,25.27,1.92,324.46
25.27,25.27,25.27,1.58,315
25.27,25.27,25.27,1.58,278.13
25.27,25.27,25.27,3.39,262.41
25.27,25.27,25.27,7.25,261.12
17.75,17.75,17.75,13.2,270
17.75,17.75,17.75,19.02,270.67
25.27,25.27,25.27,19.94,266.78
25.27,25.27,25.27,20.18,266.19
25.27,25.27,25.27,20.37,268.11
25.27,25.27,25.27,19.69,270
25.27,25.27,25.27,17.01,271.51
25.27,25.27,25.27,14.54,269.12
25.27,25.27,25.27,13.45,266.19
25.27,25.27,25.27,14.33,267.32
25.27,25.27,25.27,15.21,270.84
25.27,25.27,25.27,14.38,275.36
17.75,17.75,17.75,12.28,280.49
17.75,17.75,17.75,11.74,287.74
25.27,25.27,25.27,13.81,294.9
25.27,25.27,25.27,14.91,297.72
25.27,25.27,25.27,14.35,300.96
25.27,25.27,25.27,12.34,315
25.27,25.27,25.27,12.11,297.51
32.79,32.79,32.79,9.98,317.73
32.79,32.79,32.79,8.61,335.43
32.79,32.79,32.79,9.68,353.37
32.79,32.79,32.79,12.8,5.01
32.79,32.79,32.79,12.55,11.31
32.79,32.79,32.79,10.22,10.08
25.27,25.27,25.27,8.77,354.14
32.79,32.79,32.79,8.2,334.13
32.79,32.79,32.79,8.7,313.96
32.79,32.79,32.79,10.36,302.66
25.27,25.27,25.27,10.91,298.14
32.79,32.79,32.79,7.91,298.74
25.27,25.27,25.27,5.11,298.81
25.27,25.27,25.27,3.81,310.24
25.27,25.27,25.27,3.04,323.97
17.75,17.75,17.75,2.91,337.38
17.75,17.75,17.75,2.94,351.25
17.75,17.75,17.75,3.13,360
17.75,17.75,17.75,2.98,12.99
17.75,17.75,17.75,2.7,24.44
17.75,17.75,17.75,2.61,30.96
17.75,17.75,17.75,2.11,32.01
10.23,10.23,10.23,1.91,20.56
10.23,10.23,10.23,1.58,8.13
10.23,10.23,10.23,1.8,7.13
10.23,10.23,10.23,1.58,8.13
10.23,10.23,10.23,1.12,360
17.75,17.75,17.75,1.3,300.96
17.75,17.75,17.75,2.24,270
17.75,17.75,17.75,2.68,270
17.75,17.75,17.75,2.92,265.6
17.75,17.75,17.75,3.61,262.87
25.27,25.27,25.27,4.27,263.99
25.27,25.27,25.27,4.27,263.99
25.27,25.27,25.27,3.64,259.38
17.75,17.75,17.75,2.5,259.7
17.75,17.75,17.75,1.12,270
17.75,17.75,17.75,0,180
17.75,17.75,17.75,0.67,90
17.75,17.75,17.75,1.12,90
17.75,17.75,17.75,1.14,78.69
17.75,17.75,17.75,1.36,80.54
17.75,17.75,17.75,1.41,71.57
17.75,17.75,17.75,1.7,66.8
17.75,17.75,17.75,2,63.43
25.27,25.27,25.27,2.34,73.3
25.27,25.27,25.27,2.55,74.74
25.27,25.27,25.27,2.83,71.57
32.79,32.79,32.79,3.04,72.9
32.79,32.79,32.79,3.2,77.91
32.79,32.79,32.79,2.83,71.57
32.79,32.79,32.79,2.24,90
32.79,32.79,32.79,1.8,97.13
32.79,32.79,32.79,2.24,126.87
32.79,32.79,32.79,2.86,141.34
32.79,32.79,32.79,3.23,146.31
25.27,25.27,25.27,3.85,144.46
25.27,25.27,25.27,4.12,139.4
17.75,17.75,17.75,4.3,128.66
17.75,17.75,17.75,3,116.57
17.75,17.75,17.75,2.01,90
17.75,17.75,17.75,2.03,83.66
10.23,10.23,10.23,2.28,78.69
10.23,10.23,10.23,2.28,78.69
10.23,10.23,10.23,1.41,71.57
17.75,17.75,17.75,1,63.43
17.75,17.75,17.75,2,63.43
17.75,17.75,17.75,3.04,72.9
17.75,17.75,17.75,2.98,77.01
17.75,17.75,17.75,2.68,90
17.75,17.75,17.75,2.24,90
25.27,25.27,25.27,2.06,49.4
25.27,25.27,25.27,2,26.57
25.27,25.27,25.27,1.8,60.26
25.27,25.27,25.27,1.12,90
25.27,25.27,25.27,1.63,164.05
25.27,25.27,25.27,3.36,176.19
25.27,25.27,25.27,4.03,183.18
25.27,25.27,25.27,4.39,194.74
25.27,25.27,25.27,4.91,210.07
25.27,25.27,25.27,6.22,217.69
25.27,25.27,25.27,7.79,219.17
17.75,17.75,17.75,9.06,212.91
17.75,17.75,17.75,8,206.57
17.75,17.75,17.75,6.86,199.03
10.23,10.23,10.23,5.92,190.89
17.75,17.75,17.75,3.86,190.01
17.75,17.75,17.75,1.41,198.43
17.75,17.75,17.75,1.84,345.96
17.75,17.75,17.75,4.03,360
25.27,25.27,25.27,2.2,203.96
25.27,25.27,25.27,1.91,200.56
25.27,25.27,25.27,1.41,198.43
25.27,25.27,25.27,1,206.57
25.27,25.27,25.27,0.5,243.43
25.27,25.27,25.27,1.12,360
17.75,17.75,17.75,1.34,360
25.27,25.27,25.27,1.34,360
17.75,17.75,17.75,1.12,360
17.75,17.75,17.75,0.92,345.96
17.75,17.75,17.75,1.3,300.96
17.75,17.75,17.75,2.47,275.19
17.75,17.75,17.75,3.69,284.04
25.27,25.27,25.27,4.03,289.44
25.27,25.27,25.27,4.03,289.44
32.79,32.79,32.79,4.11,292.38
32.79,32.79,32.79,3.91,293.63
32.79,32.79,32.79,3.3,298.3
32.79,32.79,32.79,2.53,315
25.27,25.27,25.27,2.41,338.2
25.27,25.27,25.27,2.68,360
25.27,25.27,25.27,2.72,9.46
25.27,25.27,25.27,2.8,28.61
32.79,32.79,32.79,3.01,41.99
25.27,25.27,25.27,3.36,53.13
25.27,25.27,25.27,3.54,55.3
25.27,25.27,25.27,3.72,57.26
25.27,25.27,25.27,4.03,56.31
25.27,25.27,25.27,4.34,55.49
25.27,25.27,25.27,3.8,61.93
25.27,25.27,25.27,3.91,66.37
25.27,25.27,25.27,3.61,68.2
25.27,25.27,25.27,2.41,68.2
17.75,17.75,17.75,2.28,78.69
17.75,17.75,17.75,2.24,90
17.75,17.75,17.75,2.03,96.34
17.75,17.75,17.75,2.2,113.96
17.75,17.75,17.75,2.53,135
17.75,17.75,17.75,3.01,138.01
17.75,17.75,17.75,3.16,135
17.75,17.75,17.75,3.64,137.49
17.75,17.75,17.75,3.04,126.03
25.27,25.27,25.27,2.92,94.4
25.27,25.27,25.27,3.13,90
25.27,25.27,25.27,3.36,86.19
25.27,25.27,25.27,3.14,85.91
25.27,25.27,25.27,3.16,81.87
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.16,81.87
17.75,17.75,17.75,2.92,85.6
10.23,10.23,10.23,2.77,75.96
17.75,17.75,17.75,2.69,85.24
17.75,17.75,17.75,2.24,90
17.75,17.75,17.75,1.36,99.46
17.75,17.75,17.75,2.41,158.2
10.23,10.23,10.23,3.83,186.71
17.75,17.75,17.75,4.91,210.07
10.23,10.23,10.23,5.42,231.71
17.75,17.75,17.75,6.11,246.25
17.75,17.75,17.75,6.95,255.07
17.75,17.75,17.75,7.6,256.37
17.75,17.75,17.75,7.77,258.37
17.75,17.75,17.75,5.48,258.23
17.75,17.75,17.75,3.91,256.76
25.27,25.27,25.27,2.91,247.38
25.27,25.27,25.27,2.42,236.31
25.27,25.27,25.27,2.06,220.6
25.27,25.27,25.27,2.42,213.69
25.27,25.27,25.27,2.42,213.69
25.27,25.27,25.27,2.06,220.6
25.27,25.27,25.27,2.21,225
25.27,25.27,25.27,2.38,228.81
25.27,25.27,25.27,2.06,229.4
25.27,25.27,25.27,2.21,225
17.75,17.75,17.75,1.92,324.46
17.75,17.75,17.75,1.92,324.46
17.75,17.75,17.75,1.58,315
17.75,17.75,17.75,1.58,278.13
17.75,17.75,17.75,3.39,262.41
17.75,17.75,17.75,7.25,261.12
17.75,17.75,17.75,13.2,270
10.23,10.23,10.23,19.02,270.67
17.75,17.75,17.75,19.94,266.78
17.75,17.75,17.75,20.18,266.19
17.75,17.75,17.75,20.37,268.11
17.75,17.75,17.75,19.69,270
25.27,25.27,25.27,17.01,271.51
25.27,25.27,25.27,14.54,269.12
32.79,32.79,32.79,13.45,266.19
32.79,32.79,32.79,14.33,267.32
25.27,25.27,25.27,15.21,270.84
25.27,25.27,25.27,14.38,275.36
25.27,25.27,25.27,12.28,280.49
25.27,25.27,25.27,11.74,287.74
25.27,25.27,25.27,13.81,294.9
25.27,25.27,25.27,14.91,297.72
25.27,25.27,25.27,14.35,300.96
25.27,25.27,25.27,12.34,315
25.27,25.27,25.27,12.11,297.51
25.27,25.27,25.27,9.98,317.73
32.79,32.79,32.79,8.61,335.43
32.79,32.79,32.79,9.68,353.37
32.79,32.79,32.79,12.8,5.01
32.79,32.79,32.79,12.55,11.31
32.79,32.79,32.79,10.22,10.08
25.27,25.27,25.27,8.77,354.14
25.27,25.27,25.27,8.2,334.13
25.27,25.27,25.27,8.7,313.96
17.75,17.75,17.75,10.36,302.66
17.75,17.75,17.75,10.91,298.14
17.75,17.75,17.75,7.91,298.74
17.75,17.75,17.75,5.11,298.81
17.75,17.75,17.75,3.81,310.24
17.75,17.75,17.75,3.04,323.97
17.75,17.75,17.75,2.91,337.38
25.27,25.27,25.27,2.94,351.25
25.27,25.27,25.27,3.13,360
25.27,25.27,25.27,2.98,12.99
25.27,25.27,25.27,2.7,24.44
25.27,25.27,25.27,2.61,30.96
32.79,32.79,32.79,2.11,32.01
32.79,32.79,32.79,1.91,20.56
32.79,32.79,32.79,1.58,8.13
32.79,32.79,32.79,1.8,7.13
40.31,40.31,40.31,1.58,8.13
40.31,40.31,40.31,1.12,360
40.31,40.31,40.31,1.3,300.96
40.31,40.31,40.31,2.24,270
47.83,47.83,47.83,2.68,270
40.31,40.31,40.31,2.92,265.6
32.79,32.79,32.79,3.61,262.87
32.79,32.79,32.79,4.27,263.99
32.79,32.79,32.79,4.27,263.99
25.27,25.27,25.27,3.64,259.38
25.27,25.27,25.27,2.5,259.7
17.75,17.75,17.75,1.12,270
17.75,17.75,17.75,0,180
17.75,17.75,17.75,0.67,90
25.27,25.27,25.27,1.12,90
17.75,17.75,17.75,1.14,78.69
17.75,17.75,17.75,1.36,80.54
17.75,17.75,17.75,1.41,71.57
25.27,25.27,25.27,1.7,66.8
25.27,25.27,25.27,2,63.43
25.27,25.27,25.27,2.34,73.3
32.79,32.79,32.79,2.55,74.74
32.79,32.79,32.79,2.83,71.57
32.79,32.79,32.79,3.04,72.9
25.27,25.27,25.27,3.2,77.91
25.27,25.27,25.27,2.83,71.57
25.27,25.27,25.27,2.24,90
25.27,25.27,25.27,1.8,97.13
25.27,25.27,25.27,2.24,126.87
25.27,25.27,25.27,2.86,141.34
25.27,25.27,25.27,3.23,146.31
25.27,25.27,25.27,3.85,144.46
25.27,25.27,25.27,4.12,139.4
25.27,25.27,25.27,4.3,128.66
25.27,25.27,25.27,3,116.57
32.79,32.79,32.79,2.01,90
25.27,25.27,25.27,2.03,83.66
25.27,25.27,25.27,2.28,78.69
25.27,25.27,25.27,2.28,78.69
25.27,25.27,25.27,1.41,71.57
17.75,17.75,17.75,1,63.43
17.75,17.75,17.75,2,63.43
17.75,17.75,17.75,3.04,72.9
10.23,10.23,10.23,2.98,77.01
17.75,17.75,17.75,2.68,90
17.75,17.75,17.75,2.24,90
17.75,17.75,17.75,2.06,49.4
17.75,17.75,17.75,2,26.57
17.75,17.75,17.75,1.8,60.26
17.75,17.75,17.75,1.12,90
17.75,17.75,17.75,1.63,164.05
17.75,17.75,17.75,3.36,176.19
17.75,17.75,17.75,4.03,183.18
17.75,17.75,17.75,4.39,194.74
25.27,25.27,25.27,4.91,210.07
25.27,25.27,25.27,6.22,217.69
25.27,25.27,25.27,7.79,219.17
25.27,25.27,25.27,9.06,212.91
32.79,32.79,32.79,8,206.57
32.79,32.79,32.79,6.86,199.03
32.79,32.79,32.79,5.92,190.89
32.79,32.79,32.79,3.86,190.01
32.79,32.79,32.79,1.41,198.43
40.31,40.31,40.31,1.84,345.96
47.83,47.83,47.83,4.03,360
47.83,47.83,47.83,2.2,203.96
55.35,55.35,55.35,1.91,200.56
55.35,55.35,55.35,1.41,198.43
47.83,47.83,47.83,1,206.57
40.31,40.31,40.31,0.5,243.43
47.83,47.83,47.83,1.12,360
47.83,47.83,47.83,1.34,360
55.35,55.35,55.35,1.34,360
55.35,55.35,55.35,1.12,360
40.31,40.31,40.31,0.92,345.96
32.79,32.79,32.79,1.3,300.96
32.79,32.79,32.79,2.47,275.19
25.27,25.27,25.27,3.69,284.04
25.27,25.27,25.27,4.03,289.44
25.27,25.27,25.27,4.03,289.44
25.27,25.27,25.27,4.11,292.38
25.27,25.27,25.27,3.91,293.63
17.75,17.75,17.75,3.3,298.3
10.23,10.23,10.23,2.53,315
17.75,17.75,17.75,2.41,338.2
17.75,17.75,17.75,2.68,360
17.75,17.75,17.75,2.72,9.46
17.75,17.75,17.75,2.8,28.61
25.27,25.27,25.27,3.01,41.99
25.27,25.27,25.27,3.36,53.13
25.27,25.27,25.27,3.54,55.3
25.27,25.27,25.27,3.72,57.26
25.27,25.27,25.27,4.03,56.31
25.27,25.27,25.27,4.34,55.49
25.27,25.27,25.27,3.8,61.93
25.27,25.27,25.27,3.91,66.37
25.27,25.27,25.27,3.61,68.2
25.27,25.27,25.27,2.41,68.2
17.75,17.75,17.75,2.28,78.69
25.27,25.27,25.27,2.24,90
25.27,25.27,25.27,2.03,96.34
25.27,25.27,25.27,2.2,113.96
32.79,32.79,32.79,2.53,135
32.79,32.79,32.79,3.01,138.01
32.79,32.79,32.79,3.16,135
32.79,32.79,32.79,3.64,137.49
25.27,25.27,25.27,3.04,126.03
25.27,25.27,25.27,2.92,94.4
25.27,25.27,25.27,3.13,90
25.27,25.27,25.27,3.36,86.19
25.27,25.27,25.27,3.14,85.91
17.75,17.75,17.75,3.16,81.87
17.75,17.75,17.75,3.39,82.41
17.75,17.75,17.75,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.39,82.41
25.27,25.27,25.27,3.16,81.87
25.27,25.27,25.27,2.92,85.6
25.27,25.27,25.27,2.77,75.96
32.79,32.79,32.79,2.69,85.24
25.27,25.27,25.27,2.24,90
32.79,32.79,32.79,1.36,99.46
25.27,25.27,25.27,2.41,158.2
32.79,32.79,32.79,3.83,186.71
32.79,32.79,32.79,4.91,210.07
32.79,32.79,32.79,5.42,231.71
32.79,32.79,32.79,6.11,246.25
32.79,32.79,32.79,6.95,255.07
32.79,32.79,32.79,7.6,256.37
32.79,32.79,32.79,7.77,258.37
32.79,32.79,32.79,5.48,258.23
32.79,32.79,32.79,3.91,256.76
40.31,40.31,40.31,2.91,247.38
40.31,40.31,40.31,2.42,236.31
32.79,32.79,32.79,2.06,220.6
32.79,32.79,32.79,2.42,213.69
32.79,32.79,32.79,2.42,213.69
32.79,32.79,32.79,2.06,220.6
32.79,32.79,32.79,2.21,225
32.79,32.79,32.79,2.38,228.81
32.79,32.79,32.79,2.06,229.4
25.27,25.27,25.27,2.21,225
32.79,32.79,32.79,1.92,324.46
32.79,32.79,32.79,1.92,324.46
25.27,25.27,25.27,1.58,315
25.27,25.27,25.27,1.58,278.13
25.27,25.27,25.27,3.39,262.41
17.75,17.75,17.75,7.25,261.12
25.27,25.27,25.27,13.2,270
25.27,25.27,25.27,19.02,270.67
